Roll Number,Official School Name,Coeducational/Singlesex,Ethos,Language,County,School Planning Area,School Type,Patron,Households associated with the current pupils,Validated responses from parents with children in primary school,Response rate from parents with children in primary school,Overall margin of error associated with the current pupils,Preference for singlesex from parents with children in primary school,Preference for coeducational from parents with children in primary school,Preference for multidenominational from parents with children in primary school,Preference for denominational from parents with children in primary school,Preference for Irish from parents with children in primary school,Preference for English from parents with children in primary school,Preference for singlesex from parents with children in primary school (%),Preference for coeducational from parents with children in primary school (%),Preference for multidenominational from parents with children in primary school (%),Preference for denominational from parents with children in primary school (%),Preference for Irish from parents with children in primary school (%),Preference for English from parents with children in primary school (%),Validated responses from parents of children not yet in school,Preference for singlesex from parents of children not yet in school,Preference for coeducational from parents of children not yet in school,Preference for multidenominational from parents of children not yet in school,Preference for denominational from parents of children not yet in school,Preference for Irish from parents of children not yet in school,Preference for English from parents of children not yet in school,Preference for singlesex from parents of children not yet in school (%),Preference for coeducational from parents of children not yet in school (%),Preference for multidenominational from parents of children not yet in school (%),Preference for denominational from parents of children not yet in school (%),Preference for Irish from parents of children not yet in school (%),Preference for English from parents of children not yet in school (%)
19492F,S N Oilibhear Naofa,Co educational,Denominational,English,Kerry,Tarbert,Mainstream,Bishop of Kerry,13,9,69%,24%,0,9,2,7,2,7,0%,100%,22%,78%,22%,78%,,,,,,,,,,,,,
09260B,S N Lios Teilic,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,163,56,34%,11%,2,54,19,37,8,48,4%,96%,34%,66%,14%,86%,34,3,31,18,16,3,31,9%,91%,53%,47%,9%,91%
13530D,Scoil Mhuire,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,274,68,25%,10%,4,64,27,41,6,62,6%,94%,40%,60%,9%,91%,,,,,,,,,,,,,
13615L,Scoil Eoin,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,436,149,34%,7%,1,148,51,98,13,136,1%,99%,34%,66%,9%,91%,56,0,56,22,34,7,49,0%,100%,39%,61%,12%,88%
15878H,Derryquay Mxd N S,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,26,16,62%,19%,0,16,9,7,4,12,0%,100%,56%,44%,25%,75%,,,,,,,,,,,,,
16871V,S N an Chroi Naofa,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,215,47,22%,12%,2,45,25,22,1,46,4%,96%,53%,47%,2%,98%,,,,,,,,,,,,,
16898S,S N Breandan Naofa,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,138,41,30%,12%,2,39,11,30,8,33,5%,95%,27%,73%,20%,80%,,,,,,,,,,,,,
16917T,Naomh Padraig Measc,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,110,38,35%,13%,0,38,18,20,4,34,0%,100%,47%,53%,11%,89%,,,,,,,,,,,,,
17646T,S N Uaimh Bhreanainn,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,139,45,32%,12%,1,44,20,25,8,37,2%,98%,44%,56%,18%,82%,,,,,,,,,,,,,
18233W,St Johns Parochial School,Co educational,Denominational,English,Kerry,Tralee,Mainstream,"Bishop of Limerick, Killaloe & Ardfert COI",44,8,18%,25%,0,8,4,4,0,8,0%,100%,50%,50%,0%,100%,,,,,,,,,,,,,
18247K,S N Mhuire na mBraithre,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,289,63,22%,10%,6,57,22,41,6,57,10%,90%,35%,65%,10%,90%,,,,,,,,,,,,,
18665F,S N Mainistir O dTorna,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,87,35,40%,13%,0,35,6,29,10,25,0%,100%,17%,83%,29%,71%,,,,,,,,,,,,,
18702I,Spa National School,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,142,55,39%,11%,0,55,17,38,9,46,0%,100%,31%,69%,16%,84%,40,1,39,17,23,8,32,3%,98%,42%,58%,20%,80%
19376D,St Itas & St Josephs Ns,Co educational,Denominational,English,Kerry,Tralee,Special School,Bishop of Kerry,119,15,13%,20%,0,15,6,9,1,14,0%,100%,40%,60%,7%,93%,,,,,,,,,,,,,
19384C,Ardfert Central N S,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,148,52,35%,11%,1,51,20,32,9,43,2%,98%,38%,62%,17%,83%,,,,,,,,,,,,,
19536W,Holy Family,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,178,33,19%,14%,0,33,11,22,2,31,0%,100%,33%,67%,6%,94%,,,,,,,,,,,,,
19631Q,Gaelscoil Mhic Easmainn,Co educational,Denominational,Irish,Kerry,Tralee,Mainstream,Bishop of Kerry,268,116,43%,8%,1,115,44,72,105,11,1%,99%,38%,62%,91%,9%,73,1,72,29,44,72,1,1%,99%,40%,60%,99%,1%
19659P,St Brendans N S,Co educational,Denominational,English,Kerry,Tralee,Mainstream,Bishop of Kerry,28,13,46%,21%,0,13,4,9,2,11,0%,100%,31%,69%,15%,85%,,,,,,,,,,,,,
20158A,Tralee Educate Together Ns,Co educational,Multi denominational,English,Kerry,Tralee,Mainstream,Educate Together,60,29,48%,15%,2,27,24,5,6,23,7%,93%,83%,17%,21%,79%,,,,,,,,,,,,,
06209J,Athy Model School,Co educational,Denominational,English,Kildare,Athy,Mainstream,Minister for Education & Skills,65,18,28%,18%,1,17,9,9,0,18,6%,94%,50%,50%,0%,100%,,,,,,,,,,,,,
07790U,Churchtown N S,Co educational,Denominational,English,Kildare,Athy,Mainstream,Archbishop of Dublin,26,8,31%,25%,0,8,3,5,1,7,0%,100%,38%,62%,12%,88%,,,,,,,,,,,,,
13165G,Kilberry N S,Co educational,Denominational,English,Kildare,Athy,Mainstream,Archbishop of Dublin,54,14,26%,20%,1,13,2,12,1,13,7%,93%,14%,86%,7%,93%,,,,,,,,,,,,,
16705E,Scoil Phadraig Naofa,Co educational,Denominational,English,Kildare,Athy,Mainstream,Archbishop of Dublin,430,144,34%,7%,7,137,56,88,17,127,5%,95%,39%,61%,12%,88%,51,1,50,16,35,6,45,2%,98%,31%,69%,12%,88%
17650K,S N Ide,Co educational,Denominational,English,Kildare,Athy,Mainstream,Archbishop of Dublin,95,30,32%,14%,0,30,11,19,5,25,0%,100%,37%,63%,17%,83%,,,,,,,,,,,,,
18288B,Scoil Mhichil Naofa,Co educational,Denominational,English,Kildare,Athy,Mainstream,Archbishop of Dublin,354,66,19%,10%,3,63,28,38,3,63,5%,95%,42%,58%,5%,95%,33,3,30,10,23,1,32,9%,91%,30%,70%,3%,97%
19425N,Ballyroe Central N S,Co educational,Denominational,English,Kildare,Athy,Mainstream,Archbishop of Dublin,14,6,43%,28%,0,6,3,3,0,6,0%,100%,50%,50%,0%,100%,,,,,,,,,,,,,
20192A,Gaelscoil Átha Í,Co educational,Denominational,Irish,Kildare,Athy,Mainstream,An Foras Pátrúnachta,113,28,25%,15%,0,28,11,17,25,3,0%,100%,39%,61%,89%,11%,,,,,,,,,,,,,
14643V,S N na Cloiche Moire,Co educational,Denominational,English,Kildare,Baltinglass,Mainstream,Bishop of Kildare & Leighlin,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01821V,S N Rath Mor,Co educational,Denominational,English,Kildare,Blessington,Mainstream,Archbishop of Dublin,204,77,38%,9%,0,77,41,36,16,61,0%,100%,53%,47%,21%,79%,,,,,,,,,,,,,
17714K,S N Cill Cae,Co educational,Denominational,English,Kildare,Castledermot,Mainstream,Archbishop of Dublin,34,10,29%,23%,0,10,6,4,0,10,0%,100%,60%,40%,0%,100%,,,,,,,,,,,,,
17787O,S N Colmcill Naofa,Co educational,Denominational,English,Kildare,Castledermot,Mainstream,Archbishop of Dublin,74,34,46%,14%,0,34,13,21,5,29,0%,100%,38%,62%,15%,85%,,,,,,,,,,,,,
18063A,S N Naomh Lorcain,Co educational,Denominational,English,Kildare,Castledermot,Mainstream,Archbishop of Dublin,22,14,64%,20%,1,13,5,9,1,13,7%,93%,36%,64%,7%,93%,,,,,,,,,,,,,
19786W,Castledermot Ns Mxd,Co educational,Denominational,English,Kildare,Castledermot,Mainstream,Archbishop of Dublin,223,72,32%,10%,0,72,31,41,11,61,0%,100%,43%,57%,15%,85%,31,1,30,16,15,9,22,3%,97%,52%,48%,29%,71%
13819E,Primrose Hill Ns,Co educational,Denominational,English,Kildare,Celbridge,Mainstream,Archbishop of Dublin & Bishop of Glendalough COI,76,34,45%,14%,0,34,13,21,4,30,0%,100%,38%,62%,12%,88%,,,,,,,,,,,,,
16566Q,Scoil Naomh Brid,Co educational,Denominational,English,Kildare,Celbridge,Mainstream,Archbishop of Dublin,155,46,30%,12%,11,35,10,36,10,36,24%,76%,22%,78%,22%,78%,,,,,,,,,,,,,
17674B,St Annes National School,Co educational,Denominational,English,Kildare,Celbridge,Mainstream,Bishop of Kildare & Leighlin,211,63,30%,10%,1,62,25,38,9,54,2%,98%,40%,60%,14%,86%,,,,,,,,,,,,,
18551N,Scoil na Mainistreach,Co educational,Denominational,English,Kildare,Celbridge,Mainstream,Archbishop of Dublin,336,137,41%,7%,10,127,52,85,19,118,7%,93%,38%,62%,14%,86%,69,2,67,27,42,12,57,3%,97%,39%,61%,17%,83%
18644U,Straffan N S,Co educational,Denominational,English,Kildare,Celbridge,Mainstream,Archbishop of Dublin,265,84,32%,9%,0,84,34,50,16,68,0%,100%,40%,60%,19%,81%,,,,,,,,,,,,,
18988G,St Raphaels Special Sch,Co educational,Denominational,English,Kildare,Celbridge,Special School,Archbishop of Dublin,92,23,25%,16%,0,23,8,15,4,19,0%,100%,35%,65%,17%,83%,,,,,,,,,,,,,
19794V,Aghards N S,Co educational,Denominational,English,Kildare,Celbridge,Mainstream,Archbishop of Dublin,504,190,38%,6%,3,187,108,82,31,159,2%,98%,57%,43%,16%,84%,83,2,81,50,33,16,67,2%,98%,60%,40%,19%,81%
19995I,North Kildare Educate Together Ns,Co educational,Multi denominational,English,Kildare,Celbridge,Mainstream,Educate Together,291,138,47%,7%,2,136,127,11,18,120,1%,99%,92%,8%,13%,87%,50,0,50,49,1,7,43,0%,100%,98%,2%,14%,86%
20257C,Scoil Naomh Padraig,Co educational,Denominational,English,Kildare,Celbridge,Mainstream,Archbishop of Dublin,260,116,45%,8%,3,113,54,62,14,102,3%,97%,47%,53%,12%,88%,83,5,78,37,46,15,68,6%,94%,45%,55%,18%,82%
13350B,Scoil Bride,Co educational,Denominational,English,Kildare,Curragh,Mainstream,Bishop of Kildare & Leighlin,200,44,22%,12%,0,44,17,27,8,36,0%,100%,39%,61%,18%,82%,57,2,55,26,31,10,47,4%,96%,46%,54%,18%,82%
16302F,St Brigids N S,Co educational,Denominational,English,Kildare,Curragh,Mainstream,Bishop of Kildare & Leighlin,126,69,55%,10%,0,69,27,42,10,59,0%,100%,39%,61%,14%,86%,60,2,58,26,34,10,50,3%,97%,43%,57%,17%,83%
18031K,S N Bride,Co educational,Denominational,English,Kildare,Curragh,Mainstream,Bishop of Kildare & Leighlin,40,15,38%,20%,0,15,5,10,0,15,0%,100%,33%,67%,0%,100%,,,,,,,,,,,,,
19277B,St Annes Special School,Co educational,Denominational,English,Kildare,Curragh,Special School,"KARE, Promoting Inclusion for People with Intellectual Disabilities",68,16,24%,19%,0,16,8,8,6,10,0%,100%,50%,50%,38%,62%,,,,,,,,,,,,,
20558Q,St. Catherine Of Sienna,Co educational,Denominational,English,Kildare,Curragh,Mainstream,Joint patronage between the Minister for Defence and the Bishop of Kildare & Leighlin,109,43,39%,12%,4,39,13,30,3,40,9%,91%,30%,70%,7%,93%,,,,,,,,,,,,,
09414C,St Laurences N S,Co educational,Denominational,English,Kildare,Dunlavin,Mainstream,Archbishop of Dublin,175,77,44%,9%,0,77,27,50,16,61,0%,100%,35%,65%,21%,79%,,,,,,,,,,,,,
16817P,Brannoxtown Community N S,Co educational,Multi denominational,English,Kildare,Dunlavin,Mainstream,Kildare & Wicklow ETB,60,19,32%,18%,1,18,18,1,2,17,5%,95%,95%,5%,11%,89%,,,,,,,,,,,,,
17931S,S N Brighde,Co educational,Denominational,English,Kildare,Edenderry,Mainstream,Bishop of Kildare & Leighlin,42,21,50%,17%,1,20,3,18,2,19,5%,95%,14%,86%,10%,90%,,,,,,,,,,,,,
18093J,S N Cloch Rinnce,Co educational,Denominational,English,Kildare,Edenderry,Mainstream,Bishop of Kildare & Leighlin,97,22,23%,17%,1,21,8,14,1,21,5%,95%,36%,64%,5%,95%,,,,,,,,,,,,,
18445O,S N Scoil Treasa,Co educational,Denominational,English,Kildare,Edenderry,Mainstream,Bishop of Kildare & Leighlin,59,29,49%,15%,2,27,8,21,3,26,7%,93%,28%,72%,10%,90%,,,,,,,,,,,,,
18449W,St Conleths N S,Co educational,Denominational,English,Kildare,Edenderry,Mainstream,Bishop of Kildare & Leighlin,201,87,43%,9%,3,84,37,50,10,77,3%,97%,43%,57%,11%,89%,43,2,41,17,26,7,36,5%,95%,40%,60%,16%,84%
11976K,Scoil Chóca Naofa,Co educational,Denominational,English,Kildare,Kilcock,Mainstream,Bishop of Kildare & Leighlin,333,125,38%,7%,0,125,50,75,7,118,0%,100%,40%,60%,6%,94%,56,0,56,30,26,6,50,0%,100%,54%,46%,11%,89%
16706G,St Josephs Ns,Co educational,Denominational,English,Kildare,Kilcock,Mainstream,Bishop of Kildare & Leighlin,310,100,32%,8%,4,96,52,48,6,94,4%,96%,52%,48%,6%,94%,72,4,68,33,39,2,70,6%,94%,46%,54%,3%,97%
18650P,Newtown Ns,Co educational,Denominational,English,Kildare,Kilcock,Mainstream,Bishop of Kildare & Leighlin,76,25,33%,16%,0,25,12,13,2,23,0%,100%,48%,52%,8%,92%,,,,,,,,,,,,,
18666H,S N Tir Mochain,Co educational,Denominational,English,Kildare,Kilcock,Mainstream,Bishop of Kildare & Leighlin,40,17,43%,19%,0,17,9,8,1,16,0%,100%,53%,47%,6%,94%,,,,,,,,,,,,,
19897I,Scoil Uí Riada,Co educational,Denominational,Irish,Kildare,Kilcock,Mainstream,Bishop of Kildare & Leighlin,311,135,43%,7%,4,131,62,73,122,13,3%,97%,46%,54%,90%,10%,78,0,78,36,42,76,2,0%,100%,46%,54%,97%,3%
15456E,Ballyshannon N S,Co educational,Denominational,English,Kildare,Kilcullen,Mainstream,Bishop of Kildare & Leighlin,55,22,40%,17%,0,22,11,11,2,20,0%,100%,50%,50%,9%,91%,,,,,,,,,,,,,
18378C,S N Naomh Ioseph,Co educational,Denominational,English,Kildare,Kilcullen,Mainstream,Archbishop of Dublin,42,18,43%,18%,0,18,10,8,5,13,0%,100%,56%,44%,28%,72%,,,,,,,,,,,,,
19675N,St Brigids N S,Co educational,Denominational,English,Kildare,Kilcullen,Mainstream,Archbishop of Dublin,436,175,40%,6%,1,174,88,87,17,158,1%,99%,50%,50%,10%,90%,,,,,,,,,,,,,
16345A,Scoil Bhríde,Co educational,Denominational,English,Kildare,Kildare,Mainstream,Bishop of Kildare & Leighlin,108,42,39%,12%,1,41,10,32,5,37,2%,98%,24%,76%,12%,88%,50,1,49,23,27,9,41,2%,98%,46%,54%,18%,82%
20403K,Kildare Town Educate Together Ns,Co educational,Multi denominational,English,Kildare,Kildare,Mainstream,Educate Together,328,103,31%,8%,2,101,91,12,13,90,2%,98%,88%,12%,13%,87%,39,0,39,38,1,3,36,0%,100%,97%,3%,8%,92%
20427B,St Brigid's Kildare Town Primary School,Co educational,Denominational,English,Kildare,Kildare,Mainstream,Bishop of Kildare & Leighlin,742,197,27%,6%,10,187,64,133,19,178,5%,95%,32%,68%,10%,90%,81,3,78,21,60,7,74,4%,96%,26%,74%,9%,91%
20428D,Gaelscoil Mhic Aodha,Co educational,Multi denominational,Irish,Kildare,Kildare,Mainstream,An Foras Pátrúnachta,154,90,58%,9%,3,87,67,23,84,6,3%,97%,74%,26%,93%,7%,46,2,44,29,17,44,2,4%,96%,63%,37%,96%,4%
19407L,Scoil Bhride,Co educational,Denominational,English,Kildare,Leixlip,Mainstream,Archbishop of Dublin,209,89,43%,9%,1,88,45,44,4,85,1%,99%,51%,49%,4%,96%,201,8,193,96,105,48,153,4%,96%,48%,52%,24%,76%
19459H,Scoil Mhuire,Co educational,Denominational,English,Kildare,Leixlip,Mainstream,Archbishop of Dublin,217,73,34%,10%,2,71,30,43,4,69,3%,97%,41%,59%,5%,95%,34,1,33,18,16,1,33,3%,97%,53%,47%,3%,97%
19653D,San Carlo Junior Ns,Co educational,Denominational,English,Kildare,Leixlip,Mainstream,Archbishop of Dublin,223,66,30%,10%,0,66,32,34,4,62,0%,100%,48%,52%,6%,94%,,,,,,,,,,,,,
19680G,Scoil C.ui Dhalaigh,Co educational,Denominational,Irish,Kildare,Leixlip,Mainstream,Archbishop of Dublin,259,106,41%,8%,1,105,59,47,97,9,1%,99%,56%,44%,92%,8%,81,0,81,41,40,81,0,0%,100%,51%,49%,100%,0%
19684O,Scoil Eoin Phoil,Co educational,Denominational,English,Kildare,Leixlip,Mainstream,Archbishop of Dublin,204,71,35%,10%,2,69,30,41,3,68,3%,97%,42%,58%,4%,96%,39,1,38,19,20,3,36,3%,97%,49%,51%,8%,92%
19875V,San Carlo Senior N S,Co educational,Denominational,English,Kildare,Leixlip,Mainstream,Archbishop of Dublin,261,59,23%,11%,1,58,26,33,6,53,2%,98%,44%,56%,10%,90%,31,0,31,16,15,7,24,0%,100%,52%,48%,23%,77%
20526D,Leixlip Educate Together National School,Co educational,Multi denominational,English,Kildare,Leixlip,Mainstream,Educate Together,158,49,31%,11%,0,49,45,4,5,44,0%,100%,92%,8%,10%,90%,35,0,35,31,4,1,34,0%,100%,89%,11%,3%,97%
18092H,S N Baile Mhic Adaim,Co educational,Denominational,English,Kildare,Longwood,Mainstream,Bishop of Kildare & Leighlin,34,11,32%,22%,0,11,6,5,5,6,0%,100%,55%,45%,45%,55%,,,,,,,,,,,,,
18130M,St Patricks Ns,Co educational,Denominational,English,Kildare,Longwood,Mainstream,Bishop of Kildare & Leighlin,53,32,60%,14%,0,32,10,22,3,29,0%,100%,31%,69%,9%,91%,,,,,,,,,,,,,
18287W,S N na Maighdine Mhuire,Co educational,Denominational,English,Kildare,Longwood,Mainstream,Bishop of Kildare & Leighlin,17,6,35%,28%,0,6,2,4,1,5,0%,100%,33%,67%,17%,83%,,,,,,,,,,,,,
00779U,Presentation Girls Primary School,Single sex,Denominational,English,Kildare,Maynooth,Mainstream,Archbishop of Dublin,502,237,47%,5%,70,167,104,133,30,207,30%,70%,44%,56%,13%,87%,68,24,44,28,40,5,63,35%,65%,41%,59%,7%,93%
17341U,Maynooth B N S,Single sex,Denominational,English,Kildare,Maynooth,Mainstream,Archbishop of Dublin,484,236,49%,5%,57,179,109,127,30,206,24%,76%,46%,54%,13%,87%,35,5,30,18,17,10,25,14%,86%,51%,49%,29%,71%
20058T,Scoil Ui Fhiaich,Co educational,Denominational,Irish,Kildare,Maynooth,Mainstream,Archbishop of Dublin,299,116,39%,8%,3,113,58,58,97,19,3%,97%,50%,50%,84%,16%,58,2,56,29,29,55,3,3%,97%,50%,50%,95%,5%
20292E,Maynooth Educate Together National School,Co educational,Multi denominational,English,Kildare,Maynooth,Mainstream,Educate Together,313,137,44%,7%,2,135,127,10,12,125,1%,99%,93%,7%,9%,91%,41,0,41,40,1,3,38,0%,100%,98%,2%,7%,93%
20379Q,Stepping Stones Special School,Co educational,Multi denominational,English,Kildare,Maynooth,Special School,Irish Autism Action,37,9,24%,24%,2,7,5,4,1,8,22%,78%,56%,44%,11%,89%,,,,,,,,,,,,,
20527F,Gaelscoil Ruairí,Co educational,Multi denominational,Irish,Kildare,Maynooth,Mainstream,An Foras Pátrúnachta,116,64,55%,10%,0,64,57,7,55,9,0%,100%,89%,11%,86%,14%,46,1,45,38,8,38,8,2%,98%,83%,17%,83%,17%
12182B,St. John's National School,Co educational,Denominational,English,Kildare,Monasterevin,Mainstream,Bishop of Meath & Kildare COI,29,8,28%,25%,0,8,6,2,2,6,0%,100%,75%,25%,25%,75%,,,,,,,,,,,,,
15769C,Monasterevan Convent,Single sex,Denominational,English,Kildare,Monasterevin,Mainstream,Bishop of Kildare & Leighlin,293,122,42%,7%,7,115,50,72,15,107,6%,94%,41%,59%,12%,88%,43,4,39,13,30,7,36,9%,91%,30%,70%,16%,84%
16707I,Scoil Naisiunta Naomh Pheadar,Single sex,Denominational,English,Kildare,Monasterevin,Mainstream,Bishop of Kildare & Leighlin,198,77,39%,9%,6,71,22,55,5,72,8%,92%,29%,71%,6%,94%,,,,,,,,,,,,,
18179T,S N Bride,Co educational,Denominational,English,Kildare,Monasterevin,Mainstream,Bishop of Kildare & Leighlin,66,36,55%,13%,0,36,15,21,5,31,0%,100%,42%,58%,14%,86%,,,,,,,,,,,,,
18675I,S N Cill Daingin,Co educational,Denominational,English,Kildare,Monasterevin,Mainstream,Bishop of Kildare & Leighlin,135,54,40%,11%,0,54,24,30,10,44,0%,100%,44%,56%,19%,81%,,,,,,,,,,,,,
08099P,St Laurences National School,Co educational,Denominational,English,Kildare,Naas,Mainstream,Bishop of Kildare & Leighlin,464,252,54%,5%,4,248,116,136,37,215,2%,98%,46%,54%,15%,85%,100,3,97,51,49,14,86,3%,97%,51%,49%,14%,86%
11893G,St Davids Ns,Co educational,Denominational,English,Kildare,Naas,Mainstream,Bishop of Meath & Kildare COI,72,18,25%,18%,2,16,8,10,1,17,11%,89%,44%,56%,6%,94%,,,,,,,,,,,,,
15040T,Mercy Convent Primary School,Single sex,Denominational,English,Kildare,Naas,Mainstream,Bishop of Kildare & Leighlin,492,219,45%,6%,46,173,102,117,27,192,21%,79%,47%,53%,12%,88%,105,12,93,45,60,14,91,11%,89%,43%,57%,13%,87%
17254C,Scoil Chorbain,Single sex,Denominational,English,Kildare,Naas,Mainstream,Bishop of Kildare & Leighlin,389,161,41%,6%,42,119,66,95,19,142,26%,74%,41%,59%,12%,88%,34,7,27,12,22,7,27,21%,79%,35%,65%,21%,79%
17662R,S N Brighde,Co educational,Denominational,English,Kildare,Naas,Mainstream,Bishop of Kildare & Leighlin,521,220,42%,6%,3,217,102,118,44,176,1%,99%,46%,54%,20%,80%,,,,,,,,,,,,,
17968S,Ursaille Naofa,Co educational,Denominational,English,Kildare,Naas,Mainstream,Bishop of Kildare & Leighlin,154,59,38%,11%,1,58,31,28,7,52,2%,98%,53%,47%,12%,88%,,,,,,,,,,,,,
18055B,S N Mhuire,Co educational,Denominational,English,Kildare,Naas,Mainstream,Archbishop of Dublin,119,64,54%,10%,0,64,32,32,15,49,0%,100%,50%,50%,23%,77%,33,0,33,16,17,5,28,0%,100%,48%,52%,15%,85%
18654A,Caragh N S,Co educational,Denominational,English,Kildare,Naas,Mainstream,Bishop of Kildare & Leighlin,317,143,45%,7%,3,140,68,75,20,123,2%,98%,48%,52%,14%,86%,44,1,43,26,18,2,42,2%,98%,59%,41%,5%,95%
19597T,An Linbh Iosa,Co educational,Denominational,English,Kildare,Naas,Mainstream,Bishop of Kildare & Leighlin,278,140,50%,7%,0,140,57,83,6,134,0%,100%,41%,59%,4%,96%,79,3,76,39,40,10,69,4%,96%,49%,51%,13%,87%
20087D,Killashee MultiDenominational Ns,Co educational,Multi denominational,English,Kildare,Naas,Mainstream,Friends of Killashee School Company Limited by Guarantee,155,37,24%,13%,2,35,31,6,3,34,5%,95%,84%,16%,8%,92%,,,,,,,,,,,,,
20114D,Scoil Bríd,Co educational,Denominational,English,Kildare,Naas,Mainstream,Bishop of Kildare & Leighlin,428,173,40%,6%,1,172,92,81,16,157,1%,99%,53%,47%,9%,91%,,,,,,,,,,,,,
20159C,Gaelscoil Nas na Riogh,Co educational,Denominational,Irish,Kildare,Naas,Mainstream,An Foras Pátrúnachta,252,115,46%,8%,1,114,71,44,107,8,1%,99%,62%,38%,93%,7%,65,1,64,48,17,64,1,2%,98%,74%,26%,98%,2%
20351R,Naas Community National School,Co educational,Multi denominational,English,Kildare,Naas,Mainstream,Kildare & Wicklow ETB,284,99,35%,8%,2,97,81,18,9,90,2%,98%,82%,18%,9%,91%,54,0,54,50,4,6,48,0%,100%,93%,7%,11%,89%
20376K,Saplings Special School,Co educational,Multi denominational,English,Kildare,Naas,Special School,Sapling School Company Limited by Guarantee,28,8,29%,25%,0,8,3,5,2,6,0%,100%,38%,62%,25%,75%,,,,,,,,,,,,,
20581L,Craddockstown School,Co educational,Multi denominational,English,Kildare,Naas,Special School,Kildare & Wicklow ETB,40,13,33%,21%,0,13,7,6,1,12,0%,100%,54%,46%,8%,92%,,,,,,,,,,,,,
13328I,St Patricks N S,Co educational,Denominational,English,Kildare,Newbridge,Mainstream,Bishop of Meath & Kildare COI,140,46,33%,12%,2,44,25,21,3,43,4%,96%,54%,46%,7%,93%,63,3,60,37,26,10,53,5%,95%,59%,41%,16%,84%
15870O,Scoil Chonnla Phadraig,Co educational,Denominational,English,Kildare,Newbridge,Mainstream,Bishop of Kildare & Leighlin,251,64,26%,10%,1,63,28,36,9,55,2%,98%,44%,56%,14%,86%,37,6,31,21,16,5,32,16%,84%,57%,43%,14%,86%
16654N,S N Brighde,Co educational,Denominational,English,Kildare,Newbridge,Mainstream,Bishop of Kildare & Leighlin,148,72,49%,10%,1,71,26,46,13,59,1%,99%,36%,64%,18%,82%,42,1,41,20,22,6,36,2%,98%,48%,52%,14%,86%
17567A,Almhaine N S,Co educational,Denominational,English,Kildare,Newbridge,Mainstream,Bishop of Kildare & Leighlin,114,46,40%,12%,1,45,11,35,8,38,2%,98%,24%,76%,17%,83%,,,,,,,,,,,,,
17872F,St Conleths and Marys N S,Co educational,Denominational,English,Kildare,Newbridge,Mainstream,Bishop of Kildare & Leighlin,290,101,35%,8%,3,98,36,65,10,91,3%,97%,36%,64%,10%,90%,,,,,,,,,,,,,
17873H,S N Connlaodh Naofa N,Co educational,Denominational,English,Kildare,Newbridge,Mainstream,Bishop of Kildare & Leighlin,264,100,38%,8%,3,97,46,54,12,88,3%,97%,46%,54%,12%,88%,38,0,38,19,19,4,34,0%,100%,50%,50%,11%,89%
19452Q,Scoil Mhuire,Co educational,Denominational,English,Kildare,Newbridge,Mainstream,Bishop of Kildare & Leighlin,330,146,44%,7%,4,142,50,96,14,132,3%,97%,34%,66%,10%,90%,89,4,85,38,51,10,79,4%,96%,43%,57%,11%,89%
19455W,St Marks Special School,Co educational,Multi denominational,English,Kildare,Newbridge,Special School,"KARE, Promoting Inclusion for People with Intellectual Disabilities",106,19,18%,18%,0,19,9,10,1,18,0%,100%,47%,53%,5%,95%,,,,,,,,,,,,,
19550Q,Ballymany Junior Ns,Co educational,Denominational,English,Kildare,Newbridge,Mainstream,Bishop of Kildare & Leighlin,294,108,37%,8%,1,107,37,71,12,96,1%,99%,34%,66%,11%,89%,,,,,,,,,,,,,
20023A,Gaelscoil Chill Dara,Co educational,Denominational,Irish,Kildare,Newbridge,Mainstream,An Foras Pátrúnachta,193,72,37%,10%,1,71,29,43,64,8,1%,99%,40%,60%,89%,11%,50,0,50,20,30,49,1,0%,100%,40%,60%,98%,2%
20177E,Newbridge Educate Together Ns,Co educational,Multi denominational,English,Kildare,Newbridge,Mainstream,Educate Together,304,130,43%,7%,1,129,117,13,10,120,1%,99%,90%,10%,8%,92%,37,0,37,30,7,3,34,0%,100%,81%,19%,8%,92%
20271T,Scoil na Naomh Uilig,Co educational,Denominational,English,Kildare,Newbridge,Mainstream,Bishop of Kildare & Leighlin,450,159,35%,7%,2,157,77,82,11,148,1%,99%,48%,52%,7%,93%,51,0,51,30,21,4,47,0%,100%,59%,41%,8%,92%
